,Observed warming,GHG forcing
2074.125,2.610927087,4.3325536036
2074.25,2.6136308748,4.3338334898
2074.375,2.6163316122,4.3351060548
2074.5,2.6190292958,4.33637131
2074.625,2.6217239221,4.3375662694
2074.75,2.6244154284,4.3387539414
2074.875,2.6271038115,4.3399343368
2075,2.6297890681,4.3411074665
2075.125,2.6324711949,4.3422733411
2075.25,2.6351501888,4.343431967
2075.375,2.6378260464,4.344583354
2075.5,2.6404987647,4.3457275118
2075.625,2.6431683404,4.3471548392
2075.75,2.6458350437,4.3485749571
2075.875,2.6484988711,4.3499878756
2076,2.6511598191,4.351393605
2076.125,2.6538178841,4.352792156
2076.25,2.6564730625,4.3541835713
2076.375,2.659125351,4.3555678617
2076.5,2.6617747461,4.3569450376
2076.625,2.6644212443,4.3583410422
2076.75,2.6670648667,4.3597299535
2076.875,2.6697056099,4.3611117822
2077,2.6723434704,4.3624865388
2077.125,2.6749784449,4.3638542338
2077.25,2.67761053,4.3652149793
2077.375,2.6802397224,4.3665687851
2077.5,2.682866019,4.367915661
2077.625,2.6854894166,4.36932029
2077.75,2.6881099727,4.3707180072
2077.875,2.6907276842,4.3721088212
2078,2.6933425478,4.3734927403
2078.125,2.6959545602,4.3748697725
2078.25,2.6985637183,4.3762399841
2078.375,2.7011700189,4.3776033821
2078.5,2.7037734589,4.3789599733
2078.625,2.7063740351,4.3802986292
2078.75,2.708971734,4.3816304901
2078.875,2.7115665525,4.3829555612
2079,2.7141584875,4.3842738472
2079.125,2.7167475361,4.3855853524
2079.25,2.7193336951,4.3868897042
2079.375,2.7219169613,4.3881869068
2079.5,2.7244973312,4.3894769648
2079.625,2.7270748015,4.391031284
2079.75,2.7296496245,4.3925784691
2079.875,2.7322217963,4.3941185256
2080,2.7347913133,4.3956514597
2080.125,2.7373581717,4.3971772773
2080.25,2.7399223679,4.3986959664
2080.375,2.7424838983,4.4002075415
2080.5,2.7450427591,4.4017120177
2080.625,2.7475989467,4.4029131365
2080.75,2.7501521786,4.4041071883
2080.875,2.7527024517,4.4052941897
2081,2.7552497628,4.4064741577
2081.125,2.757794109,4.4076471096
2081.25,2.7603354871,4.4088130625
2081.375,2.762873894,4.4099720336
2081.5,2.7654093269,4.4111240402
2081.625,2.7679417828,4.4123167925
2081.75,2.7704713035,4.4135026156
2081.875,2.772997886,4.4146815275
2082,2.7755215275,4.4158535465
2082.125,2.778042225,4.4170186906
2082.25,2.7805599755,4.4181769784
2082.375,2.7830747762,4.4193284283
2082.5,2.7855866241,4.4204730587
2082.625,2.7880955165,4.4213348302
2082.75,2.7906011907,4.4221898193
2082.875,2.7931036443,4.4230380448
2083,2.7956028749,4.4238795251
2083.125,2.7980988802,4.4247142788
2083.25,2.800591658,4.4255423245
2083.375,2.8030812061,4.4263636804
2083.5,2.8055675221,4.4271783649
2083.625,2.8080506038,4.4282942849
2083.75,2.810530739,4.4294035697
2083.875,2.8130079251,4.4305062375
2084,2.8154821593,4.4316023063
2084.125,2.8179534391,4.432691794
2084.25,2.820421762,4.4337747185
2084.375,2.8228871254,4.4348510972
2084.5,2.8253495269,4.4359209475
2084.625,2.8278089639,4.4368381353
2084.75,2.8302652964,4.437748829
2084.875,2.8327185223,4.4386530458
2085,2.8351686392,4.4395508024
2085.125,2.8376156451,4.4404421154
2085.25,2.8400595379,4.4413270011
2085.375,2.8425003154,4.4422054758
2085.5,2.8449379755,4.4430775554
2085.625,2.8473725162,4.4438512124
2085.75,2.8498038487,4.4446185057
2085.875,2.8522319713,4.4453794506
2086,2.854656882,4.4461340623
2086.125,2.8570785791,4.4468823557
2086.25,2.8594970606,4.4476243456
2086.375,2.8619123249,4.4483600462
2086.5,2.8643243701,4.4490894717
2086.625,2.8667331945,4.449616101
2086.75,2.8691386114,4.4501364827
2086.875,2.8715406193,4.4506506303
2087,2.8739392169,4.4511585571
2087.125,2.8763344028,4.4516602761
2087.25,2.8787261757,4.4521558002
2087.375,2.8811145342,4.4526451418
2087.5,2.8834994771,4.4531283131
2087.625,2.885881003,4.4537905762
2087.75,2.8882592851,4.454446693
2087.875,2.8906343219,4.4550966751
2088,2.8930061117,4.4557405339
2088.125,2.8953746532,4.4563782809
2088.25,2.8977399448,4.4570099271
2088.375,2.9001019851,4.4576354832
2088.5,2.9024607726,4.4582549597
2088.625,2.9048163058,4.4590377462
2088.75,2.9071687429,4.4598144737
2088.875,2.9095180822,4.460585152
2089,2.9118643219,4.4613497909
2089.125,2.9142074605,4.4621084
2089.25,2.9165474963,4.4628609885
2089.375,2.9188844278,4.4636075654
2089.5,2.9212182533,4.4643481392
2089.625,2.9235489714,4.4647961426
2089.75,2.9258763105,4.4652381595
2089.875,2.9282002697,4.4656741979
2090,2.9305208479,4.4661042655
2090.125,2.932838044,4.4665283698
2090.25,2.9351518569,4.4669465181
2090.375,2.9374622856,4.4673587172
2090.5,2.9397693291,4.4677649737
2090.625,2.9420729864,4.4686117784
2090.75,2.9443736767,4.4694526532
2090.875,2.9466713984,4.4702876039
2091,2.9489661499,4.4711166365
2091.125,2.9512579294,4.4719397566
2091.25,2.9535467352,4.4727569699
2091.375,2.9558325659,4.473568278
2091.5,2.9581154196,4.4743736805
2091.625,2.9603952948,4.4753066618
2091.75,2.9626723156,4.4762337359
2091.875,2.96494648,4.4771549017
2092,2.9672177863,4.4780701581
2092.125,2.9694862327,4.4789795038
2092.25,2.9717518173,4.4798829371
2092.375,2.9740145384,4.4807804562
2092.5,2.9762743941,4.4816720589
2092.625,2.9785313826,4.4821220153
2092.75,2.980785092,4.4825660504
2092.875,2.9830355212,4.4830041616
2093,2.985282669,4.483436346
2093.125,2.9875265344,4.4838626007
2093.25,2.9897671163,4.4842829225
2093.375,2.9920044136,4.4846973083
2093.5,2.9942384252,4.4851057544
2093.625,2.99646915,4.4854323664
2093.75,2.9986965156,4.4857530317
2093.875,3.0009205209,4.4860677469
2094,3.003141165,4.4863765083
2094.125,3.0053584469,4.4866793123
2094.25,3.0075723658,4.4869761553
2094.375,3.0097829206,4.4872670334
2094.5,3.0119901104,4.4875519429
2094.625,3.0141939343,4.4884651275
2094.75,3.0163949884,4.489372336
2094.875,3.0185932708,4.4902735647
2095,3.0207887796,4.4911688102
2095.125,3.0229815128,4.4920580691
2095.25,3.0251714685,4.492941338
2095.375,3.0273586447,4.4938186135
2095.5,3.0295430395,4.4946898924
2095.625,3.0317246511,4.494769921
2095.75,3.0339027382,4.4948439467
2095.875,3.0360773003,4.4949119664
2096,3.0382483365,4.4949739772
2096.125,3.0404158463,4.4950299764
2096.25,3.0425798291,4.4950799616
2096.375,3.0447402841,4.4951239307
2096.5,3.0468972107,4.4951618821
2096.625,3.0490506082,4.4955817931
2096.75,3.0512008413,4.4959956844
2096.875,3.0533479088,4.4964035558
2097,3.0554918093,4.4968054075
2097.125,3.0576325416,4.4972012402
2097.25,3.0597701045,4.4975910549
2097.375,3.0619044968,4.4979748524
2097.5,3.0640357172,4.4983526339
2097.625,3.0661637645,4.49841005
2097.75,3.0682883415,4.4984614534
2097.875,3.0704094477,4.4985068463
2098,3.0725270823,4.498546231
2098.125,3.0746412445,4.4985796102
2098.25,3.0767519338,4.498606987
2098.375,3.0788591494,4.4986283643
2098.5,3.0809628908,4.4986437453
2098.625,3.0830631571,4.4989400011
2098.75,3.085160218,4.4992302677
2098.875,3.0872540722,4.499514549
2099,3.0893447187,4.499792849
2099.125,3.0914321564,4.5000651722
2099.25,3.0935163843,4.5003315231
2099.375,3.0955974012,4.5005919088
2099.5,3.0976752062,4.500846337
2099.625,3.0997497982,4.5010939088
2099.75,3.1018211754,4.5013355392
2099.875,3.1038893368,4.5015712371
2100,3.1059542813,4.5018010114
