,Observed warming,GHG forcing
2084.125,2.389247231,4.409675244
2084.25,2.390286512,4.410944635
2084.375,2.391322146,4.412209568
2084.5,2.392354157,4.413470049
2084.625,2.39338257,4.414634037
2084.75,2.39440562,4.41579358
2084.875,2.395423384,4.416948682
2085,2.396435935,4.418099347
2085.125,2.397443343,4.419245578
2085.25,2.398445677,4.420387379
2085.375,2.399443004,4.421524752
2085.5,2.40043539,4.422657699
2085.625,2.401422898,4.423589688
2085.75,2.402401775,4.424517257
2085.875,2.403372194,4.425440407
2086,2.404334323,4.426359141
2086.125,2.405288324,4.42727346
2086.25,2.406234356,4.428183364
2086.375,2.40717257,4.429088854
2086.5,2.408103116,4.42998993
2086.625,2.409026138,4.43107184
2086.75,2.40994537,4.432149334
2086.875,2.410860841,4.433222409
2087,2.411772579,4.434291065
2087.125,2.412680611,4.4353553
2087.25,2.413584964,4.436415112
2087.375,2.414485663,4.437470501
2087.5,2.415382734,4.438521466
2087.625,2.416276199,4.439737385
2087.75,2.41716937,4.44094888
2087.875,2.41806217,4.442155947
2088,2.418954528,4.443358589
2088.125,2.419846373,4.444556804
2088.25,2.420737636,4.445750594
2088.375,2.421628251,4.446939958
2088.5,2.422518155,4.4481249
2088.625,2.423407283,4.449018844
2088.75,2.424290016,4.449908368
2088.875,2.42516646,4.450793475
2089,2.426036717,4.451674168
2089.125,2.426900888,4.452550448
2089.25,2.42775907,4.453422316
2089.375,2.428611356,4.454289775
2089.5,2.429457839,4.455152822
2089.625,2.430298608,4.456457943
2089.75,2.43114241,4.457758653
2089.875,2.431989072,4.459054949
2090,2.432838428,4.46034683
2090.125,2.433690312,4.461634295
2090.25,2.434544567,4.462917343
2090.375,2.435401039,4.464195976
2090.5,2.436259579,4.465470193
2090.625,2.437120042,4.466873481
2090.75,2.437984877,4.468272357
2090.875,2.438853872,4.469666821
2091,2.43972682,4.471056876
2091.125,2.440603521,4.472442524
2091.25,2.441483779,4.473823768
2091.375,2.442367408,4.47520061
2091.5,2.443254222,4.476573053
2091.625,2.444144046,4.477505372
2091.75,2.445028252,4.478433298
2091.875,2.445906925,4.479356836
2092,2.446780145,4.480275989
2092.125,2.447647991,4.48119076
2092.25,2.44851054,4.482101149
2092.375,2.449367866,4.483007159
2092.5,2.450220041,4.483908786
2092.625,2.451067135,4.48473014
2092.75,2.451907743,4.485547109
2092.875,2.452741975,4.486359691
2093,2.453569937,4.487167883
2093.125,2.454391731,4.48797168
2093.25,2.455207457,4.488771079
2093.375,2.456017212,4.489566075
2093.5,2.456821089,4.490356663
2093.625,2.457619179,4.491777083
2093.75,2.458423877,4.493193084
2093.875,2.459234903,4.494604655
2094,2.460051985,4.496011791
2094.125,2.46087486,4.497414486
2094.25,2.461703274,4.498812736
2094.375,2.462536977,4.500206536
2094.5,2.463375728,4.501595884
2094.625,2.464219295,4.502195527
2094.75,2.465052215,4.502790715
2094.875,2.465874718,4.50338145
2095,2.466687029,4.503967732
2095.125,2.467489366,4.50454956
2095.25,2.46828194,4.505126931
2095.375,2.469064956,4.505699844
2095.5,2.469838613,4.506268294
2095.625,2.470603102,4.507220254
2095.75,2.47136614,4.508167742
2095.875,2.472127684,4.509110749
2096,2.472887694,4.510049271
2096.125,2.473646129,4.5109833
2096.25,2.474402953,4.511912832
2096.375,2.475158127,4.512837864
2096.5,2.475911614,4.513758391
2096.625,2.47666338,4.51436006
2096.75,2.477407291,4.514957221
2096.875,2.478143494,4.515549873
2097,2.478872131,4.516138018
2097.125,2.479593342,4.516721654
2097.25,2.480307261,4.517300782
2097.375,2.481014017,4.5178754
2097.5,2.481713739,4.518445508
2097.625,2.482406547,4.519297972
2097.75,2.483098128,4.520145924
2097.875,2.483788432,4.520989361
2098,2.484477412,4.521828283
2098.125,2.485165019,4.52266269
2098.25,2.485851211,4.523492584
2098.375,2.486535942,4.524317965
2098.5,2.487219171,4.525138834
2098.625,2.487900856,4.525954288
2098.75,2.48858094,4.526765235
2098.875,2.489259384,4.527571679
2099,2.489936152,4.528373623
2099.125,2.490611208,4.529171071
2099.25,2.491284517,4.529964029
2099.375,2.491956046,4.530752506
2099.5,2.492625762,4.531536514
2099.625,2.493293634,4.531970759
2099.75,2.493952932,4.532400559
2099.875,2.494603825,4.532825928
2100,2.495246479,4.533246879
